BookID,Title,AuthorID,GenreID,ISBN,Publisher,PublicationDate,Stock,Price,Photo
3383,"When You Look Like Your Passport Photo, It's Time to Go Home",102824,564,0061099813,HarperCollins,1991-08-01,14,401.88,http://images.amazon.com/images/P/0061099813.01.LZZZZZZZ.jpg
3385,Killing Orders,202327,444,0345327772,Ballantine Books,1986-11-01,19,186.42,http://images.amazon.com/images/P/0345327772.01.LZZZZZZZ.jpg
3387,Madeline,197496,625,0670445800,Puffin,1977-02-01,5,429.01,http://images.amazon.com/images/P/0670445800.01.LZZZZZZZ.jpg
3389,Romeo and Juliet,200815,444,0671727680,Signet,1998-05-01,2,401.38,http://images.amazon.com/images/P/0671727680.01.LZZZZZZZ.jpg
3390,The Wind in the Willows,203005,625,0590447742,Union Square Kids,2006-01-01,4,216.11,http://images.amazon.com/images/P/0590447742.01.LZZZZZZZ.jpg
3391,The Godmother,111748,444,0441002692,Harper-perennial,2008-06-01,5,183.28,http://images.amazon.com/images/P/0441002692.01.LZZZZZZZ.jpg
3392,Spoon River Anthology,147566,890,0451525302,Touchstone,2004-03-01,7,463.04,http://images.amazon.com/images/P/0451525302.01.LZZZZZZZ.jpg
3394,Tuck Everlasting,202591,625,0440840953,Sunburst,2002-09-01,14,201.1,http://images.amazon.com/images/P/0440840953.01.LZZZZZZZ.jpg
3395,The Old Contemptibles,203405,444,0345374568,Little Brown & Co,1991-01-01,7,89.62,http://images.amazon.com/images/P/0345374568.01.LZZZZZZZ.jpg
3396,"Then Again, Maybe I Won't",201032,625,0440486599,Laurel Leaf,1975-12-01,16,488.11,http://images.amazon.com/images/P/0440486599.01.LZZZZZZZ.jpg
3397,Casual Day Has Gone Too Far,200861,564,0836228995,Andrews McMeel Publishing,1997-03-01,15,413.19,http://images.amazon.com/images/P/0836228995.01.LZZZZZZZ.jpg
3398,Till Death,103398,444,0449007138,Andrews McMeel Pub,2000-03-01,4,258.28,http://images.amazon.com/images/P/0449007138.01.LZZZZZZZ.jpg
3399,Parallel Lives: Five Victorian Marriages,145180,119,0394725808,Vintage,1984-12-01,8,391.81,http://images.amazon.com/images/P/0394725808.01.LZZZZZZZ.jpg
3400,Seven for a Secret,207209,444,0449221776,Ivy Books,1993-10-01,3,429.41,http://images.amazon.com/images/P/0449221776.01.LZZZZZZZ.jpg
3401,Dr. Jekyll and Mr. Hyde,200838,625,0812504488,Random House Books for Young Readers,1984-02-01,8,410.71,http://images.amazon.com/images/P/0812504488.01.LZZZZZZZ.jpg
3403,Robin Hood of Sherwood Forest,115870,625,0590454412,Apple,1991-05-01,4,366.16,http://images.amazon.com/images/P/0590454412.01.LZZZZZZZ.jpg
3404,Shining Through,203401,444,0345358031,Ballantine Books,1989-07-01,19,237.57,http://images.amazon.com/images/P/0345358031.01.LZZZZZZZ.jpg
3406,Eli,161775,444,0310218039,Zondervan,2000-08-01,16,184.7,http://images.amazon.com/images/P/0310218039.01.LZZZZZZZ.jpg
3407,101 Dalmatians,204674,625,0380006286,Golden/Disney,2007-12-01,17,456.72,http://images.amazon.com/images/P/0380006286.01.LZZZZZZZ.jpg
3408,Recessional,205315,444,0449223450,Random House,1994-09-01,20,76.39,http://images.amazon.com/images/P/0449223450.01.LZZZZZZZ.jpg
3409,Macbeth (Bantam Classics),200815,345,0553212982,Bantam Classics,1988-02-01,2,139.8,http://images.amazon.com/images/P/0553212982.01.LZZZZZZZ.jpg
3410,Eva Moves the Furniture: A Novel,201855,444,0312421036,Picador,2002-10-01,6,100.27,http://images.amazon.com/images/P/0312421036.01.LZZZZZZZ.jpg
3411,Freaky Friday,144372,625,0064400468,HarperCollins,2009-04-01,8,292.94,http://images.amazon.com/images/P/0064400468.01.LZZZZZZZ.jpg
3412,When Bad Things Happen to Good People,201652,973,0380603926,Harper Perennial,1983-12-01,3,322.85,http://images.amazon.com/images/P/0380603926.01.LZZZZZZZ.jpg
3413,Mind Prey,201882,444,0425152898,G. P. Putnam's Sons,1995-05-01,10,193.02,http://images.amazon.com/images/P/0425152898.01.LZZZZZZZ.jpg
3414,Three Days for Emeralds,130318,444,0446352470,Grand Central Pub,1994-07-01,9,71.72,http://images.amazon.com/images/P/0446352470.01.LZZZZZZZ.jpg
3415,Moment of Truth,201137,444,0061030597,Harper,2000-02-01,11,320.43,http://images.amazon.com/images/P/0061030597.01.LZZZZZZZ.jpg
3416,Children Learn What They Live: Parenting to Inspire Values,74158,872,0761109196,Workman Publishing Company,1998-05-01,1,118.15,http://images.amazon.com/images/P/0761109196.01.LZZZZZZZ.jpg
3417,Pure Drivel,201323,564,078688505X,Hachette Books,1999-10-01,3,429.38,http://images.amazon.com/images/P/078688505X.01.LZZZZZZZ.jpg
3418,Ramona and Her Father (Ramona Quimby (Paperback)),201738,625,0440472415,Yearling,1979-04-01,15,376.41,http://images.amazon.com/images/P/0440472415.01.LZZZZZZZ.jpg
3420,Pamela,101821,444,0393001660,W. W. Norton & Company,1958-11-01,5,415.72,http://images.amazon.com/images/P/0393001660.01.LZZZZZZZ.jpg
3421,The Girl Who Heard Dragons,198188,444,0812510992,Tor Books,1994-05-01,20,137.6,http://images.amazon.com/images/P/0812510992.01.LZZZZZZZ.jpg
3422,"Another City, Not My Own: A Novel in the Form of a Memoir",203402,444,0609601008,Crown,1997-11-01,4,403.8,http://images.amazon.com/images/P/0609601008.01.LZZZZZZZ.jpg
3423,The Last Resort: A Novel,203416,444,0805058664,Holt Paperbacks,1999-06-01,13,316.09,http://images.amazon.com/images/P/0805058664.01.LZZZZZZZ.jpg
3424,Scandal in Fair Haven,103107,444,0553094653,Bantam,1994-08-01,1,238.12,http://images.amazon.com/images/P/0553094653.01.LZZZZZZZ.jpg
3425,Five Patients,200856,1063,0345354648,Ballantine Books,1989-01-01,3,477.12,http://images.amazon.com/images/P/0345354648.01.LZZZZZZZ.jpg
3426,From Beginning to End: The Rituals of Our Lives,104550,872,0804111146,Ivy Books,1996-01-01,11,99.2,http://images.amazon.com/images/P/0804111146.01.LZZZZZZZ.jpg
3428,XXX,106951,444,0060514698,HarperEntertainment,2002-07-01,10,439.78,http://images.amazon.com/images/P/0060514698.01.LZZZZZZZ.jpg
3429,The Cradle Will Fall,197501,444,0671741195,Simon & Schuster,1980-05-01,13,365.95,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg
3430,Eyes of a Child,209119,444,0345386132,Ballantine Books,1995-11-01,15,214.85,http://images.amazon.com/images/P/0345386132.01.LZZZZZZZ.jpg
3433,When Bad Things Happen to Good People,201652,973,0805237739,Harper Perennial,1983-12-01,2,248.43,http://images.amazon.com/images/P/0805237739.01.LZZZZZZZ.jpg
3434,Socrates Cafe: A Fresh Taste of Philosophy,154195,872,039332298X,W. W. Norton & Company,2002-04-01,17,420.31,http://images.amazon.com/images/P/039332298X.01.LZZZZZZZ.jpg
3436,A Village Affair,203400,444,0425171094,Berkley,1999-10-01,7,485.35,http://images.amazon.com/images/P/0425171094.01.LZZZZZZZ.jpg
3437,Father Melancholy's Daughter,203403,444,0688065317,William Morrow & Co,1991-02-01,13,70.99,http://images.amazon.com/images/P/0688065317.01.LZZZZZZZ.jpg
3438,Where the Heart Is,201111,444,0446603651,Warner Books,1998-06-01,1,210.32,http://images.amazon.com/images/P/0446603651.01.LZZZZZZZ.jpg
3439,Tennis and the Meaning of Life: A Literary Anthology of the Game,113412,669,0156004070,Harper Perennial,1996-04-01,7,262.55,http://images.amazon.com/images/P/0156004070.01.LZZZZZZZ.jpg
3440,Four Letters of Love,206849,444,0446674931,Grand Central Publishing,1998-11-01,7,290.18,http://images.amazon.com/images/P/0446674931.01.LZZZZZZZ.jpg
3441,I Ain't Got Time to Bleed: Reworking the Body Politic from the Bottom Up,153624,903,0451200861,Villard,1999-05-01,10,311.3,http://images.amazon.com/images/P/0451200861.01.LZZZZZZZ.jpg
3442,Lateral Thinking Puzzlers,203103,626,0806982276,Sterling,1992-06-01,11,164.38,http://images.amazon.com/images/P/0806982276.01.LZZZZZZZ.jpg
3443,Courting Trouble,201137,444,0060185147,Harper,2002-05-01,20,219.94,http://images.amazon.com/images/P/0060185147.01.LZZZZZZZ.jpg
3444,Errands,204032,444,0345409043,Ballantine Books,1997-01-01,11,114.83,http://images.amazon.com/images/P/0345409043.01.LZZZZZZZ.jpg
3446,Tara Road,205305,444,0385335121,Delacorte Press,1999-03-01,19,446.99,http://images.amazon.com/images/P/0385335121.01.LZZZZZZZ.jpg
3447,Paid and Loving Eyes,17655,444,0312093616,St. Martin's Press,1993-07-01,17,418.17,http://images.amazon.com/images/P/0312093616.01.LZZZZZZZ.jpg
3450,Kentucky Rich,198994,444,1575667614,Zebra,2002-04-01,14,400.53,http://images.amazon.com/images/P/1575667614.01.LZZZZZZZ.jpg
3451,Field of Thirteen,205853,444,0718143515,Putnam Adult,1998-09-01,3,80.94,http://images.amazon.com/images/P/0718143515.01.LZZZZZZZ.jpg
3452,Savage Desire (Mira),151988,444,1551666219,MIRA,2000-12-01,5,433.86,http://images.amazon.com/images/P/1551666219.01.LZZZZZZZ.jpg
3453,The Scorpio Illusion,201480,444,0553566032,Bantam,1993-05-01,3,476.47,http://images.amazon.com/images/P/0553566032.01.LZZZZZZZ.jpg
3454,The Apocalypse Watch,201480,444,0553569570,Bantam,1995-05-01,10,289.7,http://images.amazon.com/images/P/0553569570.01.LZZZZZZZ.jpg
3455,The Ponder Heart,207179,444,0156729156,Harvest Books,1967-10-01,2,434.58,http://images.amazon.com/images/P/0156729156.01.LZZZZZZZ.jpg
3456,The Gardens of Kyoto: A Novel,204376,444,0684869497,Scribner,2002-03-01,13,199.18,http://images.amazon.com/images/P/0684869497.01.LZZZZZZZ.jpg
3458,In the Heart of the Sea: The Tragedy of the Whaleship Essex,201612,1162,0141802812,Penguin Books,2001-05-01,18,253.85,http://images.amazon.com/images/P/0141802812.01.LZZZZZZZ.jpg
3460,Living History,201036,119,0743222245,Simon & Schuster,2003-06-01,3,351.09,http://images.amazon.com/images/P/0743222245.01.LZZZZZZZ.jpg
3461,Oldest Living Confederate Widow Tells All,202143,444,0804106436,Alfred A. Knopf,1989-08-01,15,168.87,http://images.amazon.com/images/P/0804106436.01.LZZZZZZZ.jpg
3462,Nights in Rodanthe,200922,444,0446691798,Warner Books,2002-09-01,8,416.92,http://images.amazon.com/images/P/0446691798.01.LZZZZZZZ.jpg
3463,Brothel: Mustang Ranch and Its Women,156386,1063,0449006581,Random House,2001-05-01,15,73.77,http://images.amazon.com/images/P/0449006581.01.LZZZZZZZ.jpg
3464,Soul Stories,102697,1036,0743206371,Free Press,2000-12-01,9,335.09,http://images.amazon.com/images/P/0743206371.01.LZZZZZZZ.jpg
3465,Bubbles Unbound,207936,444,0451205448,Signet,2002-03-01,18,246.67,http://images.amazon.com/images/P/0451205448.01.LZZZZZZZ.jpg
3466,The King of Torts,200885,444,0739302213,Doubleday,2003-03-01,17,92.86,http://images.amazon.com/images/P/0739302213.01.LZZZZZZZ.jpg
3467,To Trust a Stranger,201754,444,0671786601,Pocket Books,2003-01-01,19,238.56,http://images.amazon.com/images/P/0671786601.01.LZZZZZZZ.jpg
3468,Then Comes Marriage,156772,973,0446609188,Zondervan,2001-02-01,7,435.46,http://images.amazon.com/images/P/0446609188.01.LZZZZZZZ.jpg
3469,Nobody's Baby But Mine,201796,444,0380782340,Avon,1997-02-01,19,62.1,http://images.amazon.com/images/P/0380782340.01.LZZZZZZZ.jpg
3470,Once Upon a Kiss,201768,444,0515133868,Berkley,2002-09-01,12,495.98,http://images.amazon.com/images/P/0515133868.01.LZZZZZZZ.jpg
3472,Into the Garden (Wildflowers),201748,444,0671007718,Atria,1999-12-01,12,231.97,http://images.amazon.com/images/P/0671007718.01.LZZZZZZZ.jpg
3474,Anywhere but Here,104364,444,0679737383,Vintage,1992-01-01,16,450.77,http://images.amazon.com/images/P/0679737383.01.LZZZZZZZ.jpg
3475,Five Fortunes,102271,444,0060929952,William Morrow Paperbacks,2005-05-01,15,236.27,http://images.amazon.com/images/P/0060929952.01.LZZZZZZZ.jpg
3476,Cloud Nine,207956,444,1567403263,Bantam,2008-08-01,1,448.96,http://images.amazon.com/images/P/1567403263.01.LZZZZZZZ.jpg
3477,News of the Spirit (Ballantine Reader's Circle),203782,444,0449002268,Ballantine Books,1998-08-01,18,276.5,http://images.amazon.com/images/P/0449002268.01.LZZZZZZZ.jpg
3479,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,201653,937,006091646X,Harper Perennial,1990-01-01,18,328.06,http://images.amazon.com/images/P/006091646X.01.LZZZZZZZ.jpg
3480,The Third Heiress,113585,444,031220387X,St. Martin's Paperbacks,2000-08-01,8,66.36,http://images.amazon.com/images/P/031220387X.01.LZZZZZZZ.jpg
3481,Object Lessons,202107,444,080410946X,Random House,1991-04-01,1,237.08,http://images.amazon.com/images/P/080410946X.01.LZZZZZZZ.jpg
3482,Mercy,200805,444,0743422449,Simon & Schuster,1992-03-01,5,111.89,http://images.amazon.com/images/P/0743422449.01.LZZZZZZZ.jpg
3483,The Brass Dolphin,57495,444,0425176339,Viking Adult,1999-09-01,7,208.7,http://images.amazon.com/images/P/0425176339.01.LZZZZZZZ.jpg
3484,Blessings,203406,444,0440206529,Random House,2002-09-01,16,89.5,http://images.amazon.com/images/P/0440206529.01.LZZZZZZZ.jpg
3485,Beauty,80553,625,0811813401,Aladdin,1989-11-01,6,353.15,http://images.amazon.com/images/P/0811813401.01.LZZZZZZZ.jpg
3486,Dream Country,207956,444,055358264X,Bantam,2002-01-01,6,173.91,http://images.amazon.com/images/P/055358264X.01.LZZZZZZZ.jpg
3487,The House of Gentle Men,102517,444,0380978091,William Morrow,2000-02-01,18,62.32,http://images.amazon.com/images/P/0380978091.01.LZZZZZZZ.jpg
3488,A Good House,148332,444,0312420323,Phyllis Bruce Books Perennial,2000-07-01,17,240.87,http://images.amazon.com/images/P/0312420323.01.LZZZZZZZ.jpg
3489,Sleeping Arrangements,181736,444,0394561120,Thomas Dunne Books,2008-07-01,6,78.24,http://images.amazon.com/images/P/0394561120.01.LZZZZZZZ.jpg
3490,Wearing Dad's Head,153748,444,087905283X,Gibbs Smith,1987-12-01,10,83.34,http://images.amazon.com/images/P/087905283X.01.LZZZZZZZ.jpg
3491,In the Hand of Dante: A Novel,132219,444,0316895245,Little & Brown,2002-09-01,6,262.08,http://images.amazon.com/images/P/0316895245.01.LZZZZZZZ.jpg
3492,The Moor's Last Sigh,202652,444,0679744665,Knopf Doubleday Publishing Group,1997-01-01,4,83.0,http://images.amazon.com/images/P/0679744665.01.LZZZZZZZ.jpg
3493,The Other,109275,444,0440167361,Knopf,2008-06-01,20,367.28,http://images.amazon.com/images/P/0440167361.01.LZZZZZZZ.jpg
3494,Treasure Island,200838,1247,0451521897,Viking Juvenile,1996-05-01,13,84.12,http://images.amazon.com/images/P/0451521897.01.LZZZZZZZ.jpg
3495,April Morning,204382,444,0553273221,Bantam,1970-08-01,11,85.22,http://images.amazon.com/images/P/0553273221.01.LZZZZZZZ.jpg
3496,A Long Fatal Love Chase,201161,444,0679445102,Random House,1995-08-01,14,481.84,http://images.amazon.com/images/P/0679445102.01.LZZZZZZZ.jpg
3497,Trick or Treat,202171,444,0590424564,Scribner,1992-04-01,16,103.67,http://images.amazon.com/images/P/0590424564.01.LZZZZZZZ.jpg
3498,Promise Me,76962,444,0380778335,Simon & Schuster,2010-10-01,15,308.72,http://images.amazon.com/images/P/0380778335.01.LZZZZZZZ.jpg
3499,Wildfire,22195,444,0380775794,Forge,1994-11-01,3,250.12,http://images.amazon.com/images/P/0380775794.01.LZZZZZZZ.jpg
3501,The Senator's Wife,201754,444,0440215994,Delacorte Press,1998-01-01,10,172.43,http://images.amazon.com/images/P/0440215994.01.LZZZZZZZ.jpg
3503,Gift of Fire,204260,444,0445206578,Grand Central Publishing,1993-07-01,12,497.8,http://images.amazon.com/images/P/0445206578.01.LZZZZZZZ.jpg
3504,What The Lady Wants,200919,444,155166951X,MIRA,2002-11-01,2,371.68,http://images.amazon.com/images/P/155166951X.01.LZZZZZZZ.jpg
3505,Kiss Her Goodbye,207608,444,0786016418,Pinnacle,2004-06-01,16,88.34,http://images.amazon.com/images/P/0786016418.01.LZZZZZZZ.jpg
3506,Missing Pieces,201753,444,0440222877,Doubleday,1997-07-01,18,460.98,http://images.amazon.com/images/P/0440222877.01.LZZZZZZZ.jpg
3507,Illusions,111790,444,0821746170,Harpercollins,1997-04-01,5,243.5,http://images.amazon.com/images/P/0821746170.01.LZZZZZZZ.jpg
3508,Night Kills,156833,444,0380792206,Avon,2004-11-01,4,417.54,http://images.amazon.com/images/P/0380792206.01.LZZZZZZZ.jpg
3509,Lady Killer,160313,444,0821772139,Harper,2008-02-01,5,411.57,http://images.amazon.com/images/P/0821772139.01.LZZZZZZZ.jpg
3510,Follow the Stars Home,207956,444,0553581023,Bantam,2000-02-01,10,162.02,http://images.amazon.com/images/P/0553581023.01.LZZZZZZZ.jpg
3511,Thursday's Child,201648,444,0553802542,Mysterious Press,1991-02-01,19,243.51,http://images.amazon.com/images/P/0553802542.01.LZZZZZZZ.jpg
3512,To Trust a Stranger,201754,444,0671786539,Pocket Books,2003-01-01,7,273.87,http://images.amazon.com/images/P/0671786539.01.LZZZZZZZ.jpg
3513,Open Season,202693,444,0671034421,Pocket Books,2002-06-01,18,208.82,http://images.amazon.com/images/P/0671034421.01.LZZZZZZZ.jpg
3514,Sacred Trust,153515,444,1551665867,MIRA,2000-05-01,13,191.89,http://images.amazon.com/images/P/1551665867.01.LZZZZZZZ.jpg
3515,"Baby, I'm Yours",202476,444,0380795116,Avon,1998-05-01,19,180.22,http://images.amazon.com/images/P/0380795116.01.LZZZZZZZ.jpg
3516,White Hot,111402,444,0671567705,Simon & Schuster,2004-08-01,5,430.05,http://images.amazon.com/images/P/0671567705.01.LZZZZZZZ.jpg
3517,The Restraint of Beasts,104453,444,0684865114,Touchstone,1999-10-01,10,235.3,http://images.amazon.com/images/P/0684865114.01.LZZZZZZZ.jpg
3518,Strange Highways,200831,444,0446603392,Vision,1996-08-01,19,77.79,http://images.amazon.com/images/P/0446603392.01.LZZZZZZZ.jpg
3519,Jacob's Room,202214,444,055321490X,Mariner Books,1950-01-01,7,304.64,http://images.amazon.com/images/P/055321490X.01.LZZZZZZZ.jpg
3520,Debt of Honor,201479,444,0399139540,Putnam Adult,1994-08-01,8,497.65,http://images.amazon.com/images/P/0399139540.01.LZZZZZZZ.jpg
3521,The Horse Whisperer,207984,444,0385315236,Delacorte Press,1995-10-01,5,353.15,http://images.amazon.com/images/P/0385315236.01.LZZZZZZZ.jpg
3522,Total Control,200899,444,0446520950,Warner Books,1997-01-01,15,348.28,http://images.amazon.com/images/P/0446520950.01.LZZZZZZZ.jpg
3524,Pride and Prejudice (Penguin Classics),200877,444,0141439513,Penguin Classics,1997-01-01,10,176.4,http://images.amazon.com/images/P/0141439513.01.LZZZZZZZ.jpg
3525,Travels with a Medieval Queen,31052,537,0374278784,"Farrar, Straus and Giroux",2001-12-01,8,396.12,http://images.amazon.com/images/P/0374278784.01.LZZZZZZZ.jpg
3526,Middlesex: A Novel,201440,444,0374199698,Picador,2002-09-01,4,108.02,http://images.amazon.com/images/P/0374199698.01.LZZZZZZZ.jpg
3527,Illumination Night,202964,444,0399132821,Berkley,2002-02-01,10,183.64,http://images.amazon.com/images/P/0399132821.01.LZZZZZZZ.jpg
3528,About a Boy,200864,444,1573220876,Riverhead Books,1999-05-01,12,280.11,http://images.amazon.com/images/P/1573220876.01.LZZZZZZZ.jpg
3529,"The Subtle Knife (His Dark Materials, Book 2)",200960,1247,044041833X,Del Rey,1998-03-01,16,499.37,http://images.amazon.com/images/P/044041833X.01.LZZZZZZZ.jpg
3530,Lost and Found,204260,444,0399146695,Putnam Adult,2001-01-01,8,323.88,http://images.amazon.com/images/P/0399146695.01.LZZZZZZZ.jpg
3531,Whispers,207831,444,0425047075,Delacorte Press,1993-04-01,17,70.27,http://images.amazon.com/images/P/0425047075.01.LZZZZZZZ.jpg
3532,Sole Survivor,200831,444,0345384377,Knopf,1997-01-01,11,155.28,http://images.amazon.com/images/P/0345384377.01.LZZZZZZZ.jpg
3533,The Undertaker's Widow,198783,444,0553580884,Doubleday,1998-04-01,6,332.77,http://images.amazon.com/images/P/0553580884.01.LZZZZZZZ.jpg
3534,The Burning Man,198783,444,0553574957,Doubleday,1996-08-01,7,307.28,http://images.amazon.com/images/P/0553574957.01.LZZZZZZZ.jpg
3535,Zeke and Ned,201163,444,0671891685,Simon & Schuster,1997-01-01,9,64.42,http://images.amazon.com/images/P/0671891685.01.LZZZZZZZ.jpg
3536,Blood Work,200917,444,0446602620,"Little, Brown and Company",1998-03-01,17,313.06,http://images.amazon.com/images/P/0446602620.01.LZZZZZZZ.jpg
3537,The Odessa File,205313,444,0553271989,Viking Adult,1972-11-01,6,143.26,http://images.amazon.com/images/P/0553271989.01.LZZZZZZZ.jpg
3538,The Letter of the Law,208957,444,0446522996,Grand Central Pub,2000-09-01,16,254.73,http://images.amazon.com/images/P/0446522996.01.LZZZZZZZ.jpg
3539,A Place Called Freedom,201629,444,0517701766,Crown,1995-08-01,13,236.02,http://images.amazon.com/images/P/0517701766.01.LZZZZZZZ.jpg
3540,The Second Silence,105765,444,0451202732,Viking Adult,2000-06-01,1,83.81,http://images.amazon.com/images/P/0451202732.01.LZZZZZZZ.jpg
3541,Silk,204954,444,186046310X,Vintage,1998-08-01,6,347.41,http://images.amazon.com/images/P/186046310X.01.LZZZZZZZ.jpg
3542,Time to Dance,113202,444,0340551194,Scepter Pubs,1993-01-01,12,364.64,http://images.amazon.com/images/P/0340551194.01.LZZZZZZZ.jpg
3543,Fiction Writer's Workshop,154278,639,1884910394,Story Press,1998-02-01,18,262.32,http://images.amazon.com/images/P/1884910394.01.LZZZZZZZ.jpg
3545,Sin and Syntax: How to Craft Wickedly Effective Prose,105238,964,0767903080,Broadway,1999-06-01,1,149.31,http://images.amazon.com/images/P/0767903080.01.LZZZZZZZ.jpg
3547,Horse Heaven,205071,444,037540600X,Knopf,2000-04-01,1,117.69,http://images.amazon.com/images/P/037540600X.01.LZZZZZZZ.jpg
3549,Fima,106746,444,0156001438,HarperVia,1994-12-01,7,72.56,http://images.amazon.com/images/P/0156001438.01.LZZZZZZZ.jpg
3550,The Unburied,133939,444,0374280355,"Farrar, Straus and Giroux",1999-11-01,10,361.19,http://images.amazon.com/images/P/0374280355.01.LZZZZZZZ.jpg
3551,Motherless Brooklyn,197793,444,0385491832,Vintage,2000-10-01,10,364.93,http://images.amazon.com/images/P/0385491832.01.LZZZZZZZ.jpg
3552,A Day Late and a Dollar Short,104028,444,0670896764,Berkley,2002-01-01,1,307.59,http://images.amazon.com/images/P/0670896764.01.LZZZZZZZ.jpg
3553,The Assault,104454,444,0394744209,Pantheon,1986-03-01,5,147.16,http://images.amazon.com/images/P/0394744209.01.LZZZZZZZ.jpg
3555,Chaos Theory: A Novel,208401,444,0375500804,RANDOM HOUSE,1999-12-01,10,498.19,http://images.amazon.com/images/P/0375500804.01.LZZZZZZZ.jpg
3557,The Marriage of Sticks,112359,444,0312871937,Tor Books,2000-11-01,2,159.56,http://images.amazon.com/images/P/0312871937.01.LZZZZZZZ.jpg
3558,A Home at the End of the World: A Novel,205432,444,0312202318,Picador,2004-07-01,20,422.29,http://images.amazon.com/images/P/0312202318.01.LZZZZZZZ.jpg
3559,The Riddle of the Compass: The Invention that Changed the World,145625,1162,0156007533,Mariner Books,2002-05-01,1,296.0,http://images.amazon.com/images/P/0156007533.01.LZZZZZZZ.jpg
3560,Mountains Beyond Mountains: Healing the World: The Quest of Dr. Paul Farmer,198069,119,0375506160,Random House,2003-09-01,11,143.04,http://images.amazon.com/images/P/0375506160.01.LZZZZZZZ.jpg
3561,Zen and the Art of Making a Living: A Practical Guide to Creative Career Design,169357,973,014019469X,Penguin Books,1993-09-01,16,297.9,http://images.amazon.com/images/P/014019469X.01.LZZZZZZZ.jpg
3562,Autobiography of a Face,208658,119,0060569662,Harper Perennial,2003-03-01,18,151.44,http://images.amazon.com/images/P/0060569662.01.LZZZZZZZ.jpg
3563,The White Rock: An Exploration of the Inca Heartland,148804,537,1585673552,Abrams Press,2003-01-01,13,425.95,http://images.amazon.com/images/P/1585673552.01.LZZZZZZZ.jpg
3564,Healing ADD: The Breakthrough Program That Allows You to See and Heal the 6 Types of ADD,197490,522,0425183270,Berkley Trade,2002-06-01,17,340.71,http://images.amazon.com/images/P/0425183270.01.LZZZZZZZ.jpg
3565,Answers to Distraction,203121,709,055337821X,Bantam,1996-03-01,10,153.83,http://images.amazon.com/images/P/055337821X.01.LZZZZZZZ.jpg
3566,Healing ADD : Simple Exercises That Will Change Your Daily Life,109723,937,1887424377,Underwood-Miller,1998-03-01,8,121.07,http://images.amazon.com/images/P/1887424377.01.LZZZZZZZ.jpg
3567,"A User's Guide to the Brain: Perception, Attention, and the Four Theaters of the Brain",104024,937,0375701079,Vintage,2002-01-01,17,332.01,http://images.amazon.com/images/P/0375701079.01.LZZZZZZZ.jpg
3569,The Notebooks of Don Rigoberto,197263,444,0140283595,Penguin Books,1999-07-01,20,423.46,http://images.amazon.com/images/P/0140283595.01.LZZZZZZZ.jpg
3571,The Immaculate Deception,204311,444,0743422082,Scribner,2000-10-01,8,498.71,http://images.amazon.com/images/P/0743422082.01.LZZZZZZZ.jpg
3572,The Silver Wolf,105929,444,0345423607,Del Rey,1998-06-01,15,295.04,http://images.amazon.com/images/P/0345423607.01.LZZZZZZZ.jpg
3574,I Wish I Had a Red Dress,104679,444,0380804883,William Morrow,2001-07-01,10,159.85,http://images.amazon.com/images/P/0380804883.01.LZZZZZZZ.jpg
3575,Hornet Flight,201629,444,0525946896,Penguin Books,2003-11-01,19,240.21,http://images.amazon.com/images/P/0525946896.01.LZZZZZZZ.jpg
3576,Brothers and Sisters,150458,444,039913929X,G. P. Putnam's Sons,1994-09-01,4,409.72,http://images.amazon.com/images/P/039913929X.01.LZZZZZZZ.jpg
3578,Uncle John's Absolutely Absorbing Bathroom Reader (Uncle John's Bathroom Reader #12),203720,964,1879682737,Portable Press,2002-05-01,5,103.46,http://images.amazon.com/images/P/1879682737.01.LZZZZZZZ.jpg
3579,The Bridges of Madison County,205171,444,0446364495,Warner Bros.,1992-01-01,3,142.54,http://images.amazon.com/images/P/0446364495.01.LZZZZZZZ.jpg
3580,"The Travel Detective: How to Get the Best Service and the Best Deals from Airlines, Hotels, Cruise Ships, and Car Rental Agencies",87211,1163,0375756663,Villard,2001-04-01,15,346.71,http://images.amazon.com/images/P/0375756663.01.LZZZZZZZ.jpg
3581,Safe Harbor,133596,444,0380788438,Bantam,2002-01-01,10,382.07,http://images.amazon.com/images/P/0380788438.01.LZZZZZZZ.jpg
3582,Hard Fall,203123,444,078689007X,Delacorte Press,1991-12-01,19,247.46,http://images.amazon.com/images/P/078689007X.01.LZZZZZZZ.jpg
3583,All I Need Is You,205108,444,0380762609,Avon,1997-12-01,17,376.43,http://images.amazon.com/images/P/0380762609.01.LZZZZZZZ.jpg
3584,The House on Hope Street,201743,444,0440237009,Delacorte Press,2000-06-01,11,216.6,http://images.amazon.com/images/P/0440237009.01.LZZZZZZZ.jpg
3585,Going Home,201743,444,0671749412,Pocket Books,1991-11-01,12,312.67,http://images.amazon.com/images/P/0671749412.01.LZZZZZZZ.jpg
3586,Accident,201743,444,0440217547,Delacorte Press,1994-02-01,19,216.58,http://images.amazon.com/images/P/0440217547.01.LZZZZZZZ.jpg
3587,Family Blessings,197324,432,0515115630,Berkley Trade,2000-10-01,6,340.11,http://images.amazon.com/images/P/0515115630.01.LZZZZZZZ.jpg
